UserId:ItemId,Prediction
u0000083:i0139654,8.45304
u0000083:i0144084,8.46654
u0000083:i0208092,8.35584
u0000083:i0209144,8.83216
u0000083:i0221027,6.71034
u0000083:i0236493,6.93629
u0000083:i0264464,7.7108
u0000083:i0266987,8
u0000083:i0268978,8.67997
u0000083:i0278504,6.53665
u0000083:i0315733,9.11781
u0000083:i0327056,8.6947
u0000083:i0361748,8.60753
u0000083:i0361862,6.50638
u0000083:i0362227,7.60975
u0000083:i0407887,8.56781
u0000083:i0421715,7.49477
u0000083:i0452623,7.33062
u0000083:i0469494,8.13035
u0000083:i0477348,7.36082
u0000083:i0482571,8.71587
u0000083:i0816692,8.88262
u0000083:i0884732,7.50619
u0000083:i0964517,6.58093
u0000083:i1014763,7.96909
u0000083:i1032755,9
u0000083:i1100089,8.68526
u0000083:i1542344,8.16879
u0000083:i1663662,7.28223
u0000083:i1666801,7.96436
u0000083:i1670345,7.47887
u0000083:i1698641,5.74991
u0000083:i1823672,7.95957
u0000083:i1924396,7.82128
u0000083:i1979320,8.29507
u0000083:i2084970,7.35926
u0000083:i2096672,6.71531
u0000083:i2170439,6.6656
u0000083:i2170593,7.74938
u0000083:i2179136,7.72941
u0000083:i2245084,8.46001
u0000083:i2261331,6.5009
u0000083:i2273657,7.95471
u0000083:i2278388,8.07583
u0000083:i2305051,7.00455
u0000083:i2561572,7.9498
u0000083:i2562232,7.6235
u0000083:i2582802,6.61183
u0000083:i2614684,8
u0000083:i2788710,7.73215
u0000083:i2802144,8
u0000083:i2872718,7.5559
u0000083:i2883512,7.89405
u0000083:i2980472,7.94481
u0000083:i2980516,7.66884
u0000083:i3007512,6.21299
u0000083:i3045616,7.93977
u0000083:i3079380,7.93466
u0000083:i3316960,9.50029
u0000083:i3442006,9
u0000083:i3541262,9
u0000083:i3592542,7.92948
u0000139:i0414387,8.53589
u0000139:i0783233,8.3114
u0000139:i1655441,6.78516
u0000139:i1661199,6.89017
u0000139:i1702014,9.50029
u0000139:i1731141,7.7159
u0000139:i1772264,8.0044
u0000139:i2084970,7.35926
u0000139:i2096673,7.00136
u0000139:i2322441,7.11908
u0000139:i2395427,7.24373
u0000139:i2717860,5.75143
u0000139:i2802144,8
u0000139:i2908446,7.37572
u0000139:i2980516,7.66884
u0000139:i3079380,7.51547
u0000139:i3316960,9.50029
u0000148:i0369610,7.91575
u0000148:i0458481,8.17505
u0000148:i0478970,7.91238
u0000148:i1029360,7.90888
u0000148:i1121096,8.60304
u0000148:i1340138,7.90523
u0000148:i1392190,7.90144
u0000148:i1617661,7.8975
u0000148:i1655441,7.8934
u0000148:i1850397,7.1947
u0000148:i2088003,7.88913
u0000148:i2106361,6.44581
u0000148:i2179136,7.72941
u0000148:i2180411,8.07738
u0000148:i2381249,7.8847
u0000148:i2395427,7.88009
u0000148:i2436386,7.87529
u0000148:i2467046,8
u0000148:i2493486,7.8703
u0000148:i2582802,7.66839
u0000148:i2802144,8
u0000148:i2820852,7.86511
u0000148:i2918436,7.85972
u0000148:i3625152,7.85411
u0000148:i3672840,7.84827
u0000151:i0110357,8.64891
u0000151:i0247586,6.53022
u0000151:i0441773,7.13916
u0000151:i0458481,8.14299
u0000151:i0470752,7.57907
u0000151:i0816692,9.09142
u0000151:i1020072,8.7761
u0000151:i1065073,9.12697
u0000151:i1100089,8.68526
u0000151:i1605717,7.16405
u0000151:i1823672,7.59345
u0000151:i1971325,5.12025
u0000151:i1972571,6.68523
u0000151:i2084970,7.35926
u0000151:i2245084,8.46001
u0000151:i2262227,7.48891
u0000151:i2381941,7.60829
u0000151:i2397535,8.96362
u0000151:i2436386,7.62361
u0000151:i2548208,7.50059
u0000151:i2562232,7.6235
u0000151:i2582802,7.66839
u0000151:i2582846,7.49565
u0000151:i2737050,7.36936
u0000151:i2788710,8.83326
u0000151:i2820852,7.63943
u0000151:i2870612,5.30681
u0000151:i2872718,8.58286
u0000151:i2980516,7.66884
u0000151:i2980592,6.78906
u0000151:i3169706,7.06381
u0000160:i0365907,7.7345
u0000160:i0478970,7.35857
u0000160:i1109624,7.81563
u0000160:i1340138,7.39185
u0000160:i1392190,7.42929
u0000160:i1821694,6.94917
u0000160:i2381249,7.47141
u0000160:i2802144,8
u0000179:i1631867,7.68346
u0000179:i1823672,6.81489
u0000179:i2039393,8.29048
u0000179:i2561572,6.93379
u0000179:i3152624,7.07252
u0000179:i3322940,6.61104
u0000210:i0057076,7.59641
u0000210:i0066995,7.30059
u0000210:i0079574,7.3502
u0000210:i0083943,9
u0000210:i1291150,7.18139
u0000210:i2084970,7.35926
u0000210:i2278388,8.07583
u0000210:i2980516,7.66884
u0000210:i3819668,7.76288
u0000219:i0395972,7
u0000219:i2582846,7.49565
u0000219:i2980516,7.66884
u0000271:i0117665,10
u0000271:i0207201,8.50171
u0000271:i0277027,10
u0000271:i0339412,10
u0000271:i0364970,10
u0000271:i0378109,6.01135
u0000271:i0416449,7.79502
u0000271:i0425123,6.5009
u0000271:i0478970,7.34226
u0000271:i0482571,8.71587
u0000271:i0485985,9.50029
u0000271:i0816711,7.64988
u0000271:i1279935,6.97741
u0000271:i1411250,7.2245
u0000271:i1524930,7.41115
u0000271:i1798709,7.78748
u0000271:i1821549,7.72497
u0000271:i1825784,7.48207
u0000271:i1951264,7.80894
u0000271:i2002718,6.28654
u0000271:i2004420,6.87527
u0000271:i2017038,8.17171
u0000271:i2024469,6.58543
u0000271:i2024544,8.21413
u0000271:i2126355,7.55507
u0000271:i2170299,6.6588
u0000271:i2294449,7.24676
u0000271:i2304771,7.96574
u0000271:i2369135,7.10918
u0000271:i2381249,7.63022
u0000271:i2679042,7.70758
u0000271:i2883512,7.32495
u0000271:i2996684,10
u0000271:i3503840,7.78721
u0000276:i1100089,8.68526
u0000276:i1528100,6.69693
u0000276:i2381249,7.72922
u0000276:i2872718,7.72841
u0000276:i2980516,7.66884
u0000326:i0441909,7.88978
u0000326:i1243974,7.43888
u0000326:i2139555,7.22685
u0000333:i0445939,9.50029
u0000333:i1702014,9.50029
u0000333:i1727358,6.42851
u0000333:i2235108,8.5004
u0000335:i0000417,7
u0000335:i0015324,7.25724
u0000335:i0041699,8.49271
u0000335:i0048473,9.6395
u0000335:i0048956,8.6525
u0000335:i0052572,8.75915
u0000335:i0053779,8.91574
u0000335:i0054698,8.70106
u0000335:i0056801,9.00139
u0000335:i0070666,7.40792
u0000335:i0071230,7.75554
u0000335:i0072902,6.95764
u0000335:i0086879,8.25377
u0000335:i0091288,6.99528
u0000335:i0091480,8
u0000335:i0092048,8
u0000335:i0095953,7.95537
u0000335:i0103935,7.03365
u0000335:i0111257,8.19128
u0000335:i0117615,8
u0000335:i0188030,7.50059
u0000335:i0208092,8.35584
u0000335:i0393162,8.49721
u0000335:i0469021,7.39973
u0000335:i0470752,7.07276
u0000335:i0477348,7.36082
u0000335:i0884732,7.50619
u0000335:i1095442,7.50059
u0000335:i1360860,8.06483
u0000335:i1454029,8.34551
u0000335:i1605783,7
u0000335:i1638355,7.11262
u0000335:i1671547,7.15325
u0000335:i1736633,7.49244
u0000335:i1772288,7.19466
u0000335:i1857816,7.23686
u0000335:i2096673,7.27988
u0000335:i2261331,6.5009
u0000335:i2273657,7.32372
u0000335:i2395427,7.36841
u0000335:i2523600,3.94663
u0000335:i2582802,7.66839
u0000335:i2674040,7.41396
u0000335:i2752688,9
u0000335:i2908446,7.46038
u0000335:i3013258,7.5077
u0000335:i3398268,8
u0000335:i3409392,9
u0000335:i3455224,7.67429
u0000335:i3607812,7.55592
u0000335:i3824386,7.60507
u0000335:i4008652,7.65517
u0000370:i0163978,8.00198
u0000370:i0304415,8.47147
u0000370:i0414387,8.53589
u0000370:i1396226,5.12077
u0000370:i4158834,7.56888
u0000399:i0066921,8.44006
u0000399:i0095953,7.95537
u0000399:i0125439,7.88647
u0000399:i0372784,8.98395
u0000399:i0468569,8.58415
u0000399:i0470752,8.01156
u0000399:i1065073,8.26933
u0000399:i1270798,7.22896
u0000399:i2013293,9.00166
u0000399:i2140373,7.75346
u0000399:i2293640,8.10003
u0000399:i2397535,8.13536
u0000426:i0455944,8.30897
u0000426:i1441326,10
u0000426:i1568911,8.96972
u0000426:i1634121,10
u0000426:i1714915,6.2918
u0000426:i1741243,7.74645
u0000426:i1776143,6
u0000426:i1791528,6.2478
u0000426:i1872194,8.94031
u0000426:i1980209,8.65822
u0000426:i2132285,6.88908
u0000426:i2325741,8
u0000426:i2330866,10
u0000426:i2334649,7.95708
u0000426:i2562232,7.6235
u0000426:i2582802,8.36081
u0000426:i2788710,10
u0000426:i2802154,8.5
u0000426:i2872718,8.58286
u0000426:i2884206,6.04649
u0000426:i2911666,7.96792
u0000426:i2980516,7.66884
u0000429:i0455944,7.46705
u0000429:i1211956,7.54524
u0000429:i1972571,6.68523
u0000429:i2209764,7.46663
u0000429:i2234155,6.73454
u0000429:i2381249,7.13625
u0000429:i2446042,6.91222
u0000430:i0075148,7.51074
u0000430:i0079817,7.64466
u0000430:i0120102,10
u0000430:i0360486,7.54431
u0000430:i0369610,7.03787
u0000430:i0878804,7.14419
u0000430:i1210166,7.551
u0000430:i1438254,6.86671
u0000430:i1809398,8.3537
u0000430:i1990314,7.29263
u0000430:i2088003,7.15774
u0000430:i2249221,8.2388
u0000430:i2293640,7.28467
u0000430:i2364841,7.00735
u0000430:i2381249,7.41906
u0000430:i2463288,6.52467
u0000430:i2872732,7.96497
u0000437:i0101761,9.50029
u0000437:i0101765,8.54701
u0000437:i0108394,8.33358
u0000437:i0111495,8.20711
u0000437:i0401711,8.25336
u0000437:i0450188,10
u0000437:i0478304,7.24981
u0000437:i0758758,8.44382
u0000437:i1014763,7.79392
u0000437:i1191111,9
u0000437:i1549572,6.00086
u0000437:i1675434,8.27735
u0000437:i1748122,7.72658
u0000437:i1809398,8.3537
u0000437:i2084970,7.35926
u0000437:i2325977,7.94913
u0000437:i2582802,7.66839
u0000437:i2737050,7.36936
u0000442:i0470752,7.07223
u0000442:i1065073,8
u0000442:i1638355,7.07501
u0000442:i1791528,6.2478
u0000442:i1823672,7.07792
u0000442:i2179136,7
u0000442:i2180411,8.24465
u0000442:i2322441,7.08097
u0000442:i2358925,7.08416
u0000442:i2561572,7.08751
u0000442:i2582802,7.61931
u0000442:i2717822,5.50148
u0000442:i2802144,8
u0000442:i2820852,7.09101
u0000442:i2908446,7.09469
u0000442:i2911666,7.01446
u0000442:i2980516,7.5234
u0000442:i3007512,6.21299
u0000442:i3045616,7.09854
u0000442:i3152624,7.10257
u0000442:i3181822,7.10679
u0000445:i0139654,8.45304
u0000445:i0162222,7.2299
u0000445:i0274558,9.50029
u0000445:i0947798,6.42198
u0000445:i0993842,7.61947
u0000445:i1086772,7.09458
u0000445:i1392170,8.02633
u0000445:i1408253,7.11602
u0000445:i1535109,8.3361
u0000445:i1564367,6.64106
u0000445:i1911658,5.75067
u0000445:i2788710,7.91711
u0000455:i0091042,6.25205
u0000455:i0120815,9.09154
u0000455:i0449059,7.34804
u0000455:i1340138,7.53684
u0000455:i1791682,8
u0000455:i2848292,7.5822
u0000503:i0099785,7.03645
u0000503:i0113161,6.53406
u0000503:i0117802,9
u0000503:i0128853,8.6962
u0000503:i0182789,10
u0000503:i0365907,6.96674
u0000503:i0470752,7.75415
u0000503:i1598778,8.49868
u0000503:i2179136,6.89267
u0000503:i2278388,8.07583
u0000503:i2398231,8
u0000503:i2582802,6.4938
u0000503:i2802144,8
u0000503:i2937898,8
u0000505:i0308878,7.57278
u0000505:i0770703,8.5004
u0000505:i0816692,8.16174
u0000505:i0829150,6.7898
u0000505:i0993846,8.02072
u0000505:i1124035,6.5009
u0000505:i1568346,8.27268
u0000505:i1661199,7.57865
u0000505:i2084970,7.35926
u0000505:i2101341,7.02201
u0000505:i2177771,7.95906
u0000505:i2179136,7.72941
u0000505:i2194499,8
u0000505:i2199571,7.58481
u0000505:i2322441,7.59126
u0000505:i2369135,7.44856
u0000505:i2395427,7.59802
u0000505:i2726560,7.6051
u0000505:i2848292,7.61251
u0000505:i2908446,7.62028
u0000505:i2980516,7.66884
u0000529:i0478970,5.75
u0000529:i1392190,5.9375
u0000529:i2126355,6.17188
u0000529:i2802144,8
u0000537:i1392190,8.09472
u0000537:i2465578,7.26779
u0000537:i2562232,7.6235
u0000551:i0470752,6.76808
u0000551:i1121096,8.60304
u0000551:i1340138,6.77313
u0000551:i1798684,6.77852
u0000551:i1935302,6.78427
u0000551:i2179136,7.72941
u0000551:i2339741,6.88194
u0000551:i2395427,6.7904
u0000551:i2446042,6.65903
u0000551:i2679042,6.79694
u0000551:i2717822,5.50148
u0000551:i2820852,6.80392
u0000551:i2908446,6.81136
u0000551:i3007512,6.21299
u0000551:i3480796,6.3949
u0000558:i0816692,7.30508
u0000558:i2084970,7.35926
u0000558:i2576852,9.50029
u0000558:i2980516,7.66884
u0000558:i3316960,9.50029
u0000566:i0050976,8.41464
u0000566:i0057012,8.45481
u0000566:i0113247,7.65386
u0000566:i0120731,8.5004
u0000566:i0756683,4.52386
u0000566:i2140203,8.82218
u0000566:i2322441,7.36794
u0000566:i3060492,7.57378
u0000582:i0478970,6.49709
u0000582:i1340138,6.54995
u0000582:i1502712,6.60611
u0000582:i1638355,6.66578
u0000582:i1798684,6.72918
u0000582:i1809398,8.3537
u0000582:i1850397,7.1947
u0000582:i2120120,6.79655
u0000582:i2126355,6.86812
u0000582:i2179136,7.72941
u0000582:i2245084,8.12008
u0000582:i2381249,6.94417
u0000582:i2788710,6.65166
u0000582:i2802144,8
u0000582:i2820852,7.02497
u0000582:i2980516,7.04156
u0000594:i0086984,7.56698
u0000594:i0112579,9
u0000594:i0120787,6.62271
u0000594:i0212985,8.1276
u0000594:i0289765,7.7329
u0000594:i0364045,9
u0000594:i0365907,7.23223
u0000594:i0369610,7.52416
u0000594:i0422401,8.5004
u0000594:i0453562,7.35894
u0000594:i0477080,6.61597
u0000594:i1074638,7.8706
u0000594:i1091191,8.3512
u0000594:i1187064,6.47458
u0000594:i1204977,7
u0000594:i1276104,6.39692
u0000594:i1334102,9
u0000594:i1392190,7.52335
u0000594:i1524930,7.52251
u0000594:i1528071,6.29735
u0000594:i1564367,6.64106
u0000594:i1568338,5.52903
u0000594:i1617661,7.52166
u0000594:i1622547,8.7947
u0000594:i1638002,6.29893
u0000594:i1726592,6.42217
u0000594:i1922777,7.29527
u0000594:i2034139,5.71736
u0000594:i2179136,7.72941
u0000594:i2184339,7.579
u0000594:i2235779,6.25749
u0000594:i2368553,8.0044
u0000594:i2395199,10
u0000594:i2562232,8.01031
u0000594:i2788710,8.2827
u0000594:i2802144,8
u0000594:i2820852,7.52079
u0000594:i2870612,5.30681
u0000594:i2872732,7.96497
u0000594:i2911666,7.96792
u0000594:i2937898,8
u0000594:i3079380,7.5199
u0000594:i3202890,7.75171
u0000594:i3235888,9.00139
u0000597:i0369610,4.83537
u0000597:i1392190,4.91891
u0000597:i1617661,5.0108
u0000597:i1809398,8.3537
u0000597:i2381249,5.11188
u0000597:i2395427,5.22307
u0000597:i2679042,5.34537
u0000597:i2802144,8
u0000597:i2820852,5.47991
u0000597:i3079380,5.6279
u0000665:i0101393,7.50059
u0000665:i0289848,6.5009
u0000665:i0332280,6.59964
u0000665:i0372183,8.12272
u0000665:i1119646,6.86212
u0000665:i1130884,8.27258
u0000665:i1231583,7.3925
u0000665:i1385826,6.73824
u0000665:i1411697,7.88702
u0000665:i1817273,6.46053
u0000665:i1951261,7.44269
u0000714:i1340138,7.94588
u0000714:i1854236,10
u0000714:i2179136,7.72941
u0000714:i2381249,8.13506
u0000714:i2802144,8
u0000716:i0119051,10
u0000716:i0183505,7.64188
u0000716:i0247199,9.47088
u0000716:i0256380,6.4487
u0000716:i0265666,7.7184
u0000716:i0416320,8.09525
u0000716:i0470752,7.13941
u0000716:i0787474,6.43859
u0000716:i0862846,9.00139
u0000716:i0864835,5.95788
u0000716:i0881891,9
u0000716:i0918927,7.50059
u0000716:i1291150,7.18139
u0000716:i1371111,7.33245
u0000716:i1598828,6.09104
u0000716:i1602472,10
u0000716:i1647668,7.5515
u0000716:i1698641,5.74991
u0000716:i1723121,5.97839
u0000716:i1764234,7.04945
u0000716:i1790864,7.01094
u0000716:i1872194,8.13276
u0000716:i1980209,7.16216
u0000716:i2015381,8.02036
u0000716:i2096673,7.17802
u0000716:i2103281,7.55355
u0000716:i2179136,7.72941
u0000716:i2203939,5.90133
u0000716:i2267998,8.44577
u0000716:i2279373,7.2176
u0000716:i2338151,6.30722
u0000716:i2395427,7.25816
u0000716:i2465578,7.26779
u0000716:i2561572,7.29974
u0000716:i2562232,7.6235
u0000716:i2582802,7.48632
u0000716:i2820852,7.34236
u0000716:i2911666,7.96792
u0000716:i3203616,7.38605
u0000716:i3411432,7.43083
u0000743:i0816692,8.16174
u0000743:i2245084,8.46001
u0000743:i2820852,7.20725
u0000750:i0455944,7.46705
u0000750:i1392190,5.81455
u0000750:i2199571,5.91637
u0000750:i3007512,6.21299
u0000750:i3698408,7.83634
u0000750:i4192740,6.03091
u0000750:i4450706,6.15978
u0000750:i4712818,6.30475
u0000758:i0120586,8.76272
u0000758:i0120777,10
u0000758:i0458413,5.44667
u0000758:i0470752,7.76361
u0000758:i0884732,7.50619
u0000758:i0889573,7.42166
u0000758:i1617661,7.79306
u0000758:i1823672,7.82399
u0000758:i2223990,7.74385
u0000758:i2245084,8.61955
u0000758:i2322441,7.85645
u0000758:i2395427,7.89055
u0000758:i2555736,7.92634
u0000758:i2582802,7.87449
u0000758:i2802144,8
u0000758:i2870648,7.96393
u0000758:i2937898,8
u0000758:i3294200,8.0034
u0000758:i3316960,9.50029
u0000758:i3442006,9
u0000782:i0103772,10
u0000782:i0452594,7.94551
u0000782:i0884732,7.50619
u0000782:i1294688,8
u0000782:i1375666,9.08276
u0000782:i1504320,7.3781
u0000782:i1637688,6.29058
u0000782:i1638002,6.29893
u0000782:i1670345,7.47887
u0000782:i1675434,8.27735
u0000782:i1701210,8.46707
u0000782:i1726592,6.42217
u0000782:i1790864,7.01094
u0000782:i1872194,7.96972
u0000782:i1972779,10
u0000782:i2084970,7.35926
u0000782:i2180411,8.07738
u0000782:i2381941,7.55385
u0000782:i2908446,7.60785
u0000782:i3079380,7.6643
u0000782:i3203616,7.72332
u0000782:i3477480,7.15646
u0000787:i0053198,7.98034
u0000787:i0054248,10
u0000787:i0119707,6.92834
u0000787:i0209144,8.83216
u0000787:i0368891,7.07299
u0000787:i0449059,7
u0000787:i0477348,7.36082
u0000787:i0790686,10
u0000787:i1210166,7.551
u0000787:i1213648,8.04316
u0000787:i1219289,8.06795
u0000787:i1259014,8.50275
u0000836:i0322802,6.53022
u0000836:i1881002,6.51154
u0000836:i2011159,8.0044
u0000863:i1850397,7.1947
u0000863:i1945084,7.64305
u0000863:i2788710,7.91711
u0000863:i2802144,8
u0000863:i3181822,7.66132
u0000871:i0365907,6.96674
u0000871:i0455944,7.46705
u0000871:i1291150,7.18139
u0000871:i1528071,6.29735
u0000871:i1600196,7.71945
u0000871:i1649443,4.23756
u0000871:i1670345,9.46493
u0000871:i1877832,7.8933
u0000871:i2072933,9.50029
u0000871:i2101441,6.23474
u0000871:i2170593,7.74938
u0000871:i2172985,4.52923
u0000871:i2231253,7.1837
u0000871:i2267998,8.44577
u0000871:i2274570,6.66868
u0000871:i2333784,6.13477
u0000871:i2398249,9.00139
u0000871:i2446042,6.91222
u0000871:i2581244,8.00198
u0000871:i2692904,7.72099
u0000871:i2788710,7.91711
u0000871:i2870612,5.30681
u0000871:i2872732,7.96497
u0000871:i3416742,5.75134
u0000883:i2096672,6.71531
u0000883:i3235888,9.00139
u0000883:i3727824,6.90557
u0000891:i1587310,7.58491
u0000891:i2267998,8.44577
u0000891:i2883512,7.32495
u0000919:i0470752,7.38212
u0000919:i0816692,8.16174
u0000919:i0831387,7.85855
u0000919:i1065073,8.26933
u0000919:i1109624,7.81563
u0000919:i1126590,5.75067
u0000919:i1566503,7.43073
u0000919:i1713476,7.01348
u0000919:i1726592,6.42217
u0000919:i1742044,6.58406
u0000919:i1790885,8.13713
u0000919:i1837613,8.50041
u0000919:i1847746,6.39541
u0000919:i1980929,7.94784
u0000919:i1981107,7.00462
u0000919:i2013293,9.00166
u0000919:i2015381,8.02036
u0000919:i2017038,8.17171
u0000919:i2042583,8.57936
u0000919:i2084970,7.35926
u0000919:i2103281,7.55355
u0000919:i2172584,7.73
u0000919:i2179136,7.72941
u0000919:i2209418,8.24549
u0000919:i2209764,7.64657
u0000919:i2305051,7.00455
u0000919:i2321549,6.21855
u0000919:i2345112,7.64449
u0000919:i2347134,8
u0000919:i2359417,8
u0000919:i2404181,5.7521
u0000919:i2404461,8.24023
u0000919:i2562232,7.6235
u0000919:i2567712,7.27591
u0000919:i2582802,7.66839
u0000919:i2582846,7.49565
u0000919:i2752688,9
u0000919:i2870648,7.48034
u0000919:i2872718,7.72841
u0000919:i2872732,7.96497
u0000919:i2883512,7.32495
u0000919:i2920540,6.65082
u0000919:i2937898,8
u0000919:i2980516,7.66884
u0000919:i3074780,7.53096
u0000919:i3169706,7.06381
u0000919:i3316960,9.50029
u0000919:i3409392,9
u0000919:i3636326,7.58261
u0000987:i0816692,8.16174
u0000987:i1392190,7.29778
u0000987:i2084970,7.35926
u0000987:i2802144,8
u0000987:i2911666,7.96792
u0001020:i0092005,7.82431
u0001020:i1132449,8.23115
u0001020:i1655442,6.36935
u0001056:i0268978,8.67997
u0001056:i0482571,8.71587
u0001056:i0816692,8.16174
u0001056:i1392190,7.59754
u0001056:i2084970,7.35926
u0001056:i2582802,7.66839
u0001065:i0369610,8.6943
u0001065:i1911658,5.75067
u0001065:i2322441,8.53109
u0001065:i2381249,8.34748
u0001065:i2397535,8.13536
u0001065:i2582802,7.66839
u0001065:i2802144,8
u0001065:i2820852,8.14091
u0001098:i0840361,7.47732
u0001098:i1706620,7.38848
u0001098:i2395427,6.62193
u0001112:i0048280,7.78082
u0001112:i0838221,7.89901
u0001112:i1100089,8.95836
u0001112:i1708135,8.12662
u0001112:i1980929,7.81129
u0001112:i2039393,8.29048
u0001112:i2179136,7.99228
u0001112:i2235108,8.5004
u0001112:i2404425,8.12871
u0001112:i2726560,8.13094
u0001112:i2802144,8
u0001112:i3062976,8.13332
u0001112:i3152624,8.13586
u0001112:i4246854,8.13857
u0001112:i4284010,8.14146
u0001115:i0112471,8.19726
u0001115:i0870984,5.93334
u0001115:i1020072,8.7761
u0001115:i1100089,8.68526
u0001115:i1334260,7.86886
u0001115:i1340138,6.74974
u0001115:i1528100,6.69693
u0001115:i1809398,8.3537
u0001115:i2084970,7.35926
u0001115:i2103281,5.50234
u0001115:i2322441,6.81629
u0001115:i2338151,6.30722
u0001115:i2713180,8.49418
u0001115:i2788710,5.93773
u0001115:i2980516,7.66884
u0001115:i3007512,6.21299
u0001115:i3316960,9.50029
u0001115:i3668452,6.88586
u0001115:i4078510,6.9586
u0001115:i4240654,7.03464
u0001115:i4458296,7.11413
u0001115:i4565448,7.19724
u0001145:i0478970,7.49522
u0001145:i1100089,8.95836
u0001145:i1340138,7.49981
u0001145:i1392190,7.5047
u0001145:i1638002,6.29893
u0001145:i1655441,7.50988
u0001145:i2084970,7.35926
u0001145:i2322441,7.5154
u0001145:i2360310,7.52125
u0001145:i2381941,7.52748
u0001145:i2582802,7.66839
u0001145:i2726560,7.53409
u0001145:i2802144,8
u0001145:i2908446,7.54111
u0001145:i3622592,7.54858
u0001145:i4357170,7.55651
u0001157:i0055928,8.07716
u0001157:i0057076,7.59641
u0001157:i0058150,7.8198
u0001157:i0059800,7.39385
u0001157:i0061452,10
u0001157:i0062512,6.97132
u0001157:i0064757,7.13639
u0001157:i0317740,6.72859
u0001157:i2126355,7.58663
u0001157:i2179136,7.72941
u0001157:i2293640,7.63996
u0001173:i0109830,9.10731
u0001173:i0416449,7.79502
u0001173:i1034032,7.53059
u0001173:i1086772,7.09458
u0001173:i2883512,7.32495
u0001173:i2938416,7.80567
u0001183:i1148165,7.59609
u0001183:i1291150,7.18139
u0001183:i1823672,7.58601
u0001183:i2015381,8.02036
u0001183:i2395427,7.57449
u0001183:i2911666,7.96792
u0001183:i3244512,7.00297
u0001189:i0063442,6.27554
